ID,Name,Level,ItemType,Rareness,Clan,Description1,Description2,Description3,LevelRequirement,HonorPointReq,PurchasePrice,SalePrice,DisplayItem2D,Strength,Dexterity,Vitality,Chi,Luck,Damage,Defense,LightDamage,ShadowDamage,DarkDamage,LightResistance,ShawdowResistance,DarkResistance,ChancetoHit,ChancetoDodge,PercentToDeadlyBlow,ValueType,Value1,SkillBonusID1,SkillBonusID2,SkillBonusID3,SkillBonusAmount1,SkillBonusAmount2,SkillBonusAmount3
1757,Dark Breeze Boots,37,12,1,2,,,,37,-263,41320,13770,158,0,0,0,0,0,0,14,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
1758,Purple Cloud Boots,39,12,1,2,,,,39,-261,48820,16270,159,0,0,0,0,0,0,15,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
1759,Purple Cloud Boots,41,12,1,2,,,,41,-259,56960,18980,159,0,0,0,0,0,0,16,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
1760,Red Cloud Boots,43,12,1,2,,,,43,-257,65700,21900,160,0,0,0,0,0,0,17,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
1761,Apricot Boots,45,12,1,2,,,,45,-255,75040,25010,161,0,0,0,0,0,0,18,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
1762,Apricot Boots,47,12,1,2,,,,47,-253,84890,28290,161,0,0,0,0,0,0,18,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
1763,Horse Boots,49,12,1,2,,,,49,-251,95240,31740,162,0,0,0,0,0,0,19,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
1764,Horse Boots,51,12,1,2,,,,51,-249,106000,35330,162,0,0,0,0,0,0,20,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
1765,Blue Moon Boots,53,12,1,2,,,,53,-247,117150,39050,163,0,0,0,0,0,0,21,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
1766,Blue Moon Boots,55,12,1,2,,,,55,-245,128570,42850,163,0,0,0,0,0,0,22,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
1767,Blue Cloud Boots,57,12,1,2,,,,57,-243,140200,46730,165,0,0,0,0,0,0,23,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
1768,Blue Cloud Boots,59,12,1,2,,,,59,-241,151950,50650,165,0,0,0,0,0,0,23,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0
1769,Loyalty Boots,61,12,1,2,,,,61,-239,163730,54570,166,0,0,0,0,0,0,24,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
1770,Genesis Boots,63,12,1,2,,,,63,-237,175420,58470,167,0,0,0,0,0,0,25,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
1771,Genesis Boots,65,12,1,2,,,,65,-235,186920,62300,167,0,0,0,0,0,0,26,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
1772,Wisdom Boots,67,12,1,2,,,,67,-233,198110,66030,168,0,0,0,0,0,0,27,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0
1773,Wisdom Boots,69,12,1,2,,,,69,-231,208860,69620,168,0,0,0,0,0,0,27,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0
1774,Wisdom Boots,70,12,1,2,,,,70,-230,214030,71340,168,0,0,0,0,0,0,28,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0
1775,Yellow Silk Boots,71,12,1,2,,,,71,-229,219030,73010,169,0,0,0,0,0,0,28,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0
1776,Yellow Silk Boots,72,12,1,2,,,,72,-228,223850,74610,169,0,0,0,0,0,0,29,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0
1777,Justice Boots,73,12,1,2,,,,73,-227,228490,76160,170,0,0,0,0,0,0,29,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0
1778,Justice Boots,74,12,1,2,,,,74,-226,232900,77630,170,0,0,0,0,0,0,29,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0
1779,Justice Boots,75,12,1,2,,,,75,-225,237080,79020,170,0,0,0,0,0,0,30,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0
1780,Flying Crane Boots,76,12,1,2,,,,76,-224,241000,80330,171,0,0,0,0,0,0,30,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0
1781,Flying Crane Boots,77,12,1,2,,,,77,-223,244650,81550,171,0,0,0,0,0,0,31,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0
1782,Heavenly Earth Boots,78,12,1,2,,,,78,-222,247990,82660,172,0,0,0,0,0,0,31,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0
1783,Heavenly Earth Boots,79,12,1,2,,,,79,-221,251010,83670,172,0,0,0,0,0,0,31,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0
1784,Heavenly Earth Boots,80,12,1,2,,,,80,-220,253690,84560,172,0,0,0,0,0,0,32,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0
1785,Seven Stars Boots,81,12,1,2,,,,81,-219,256020,85340,173,0,0,0,0,0,0,32,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
1786,Seven Stars Boots,82,12,1,2,,,,82,-218,257960,85980,173,0,0,0,0,0,0,33,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
1787,Seven Stars Boots,83,12,1,2,,,,83,-217,259480,86490,173,0,0,0,0,0,0,33,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0
1788,Peach Blossom Boots,84,12,1,2,,,,84,-216,260570,86850,174,0,0,0,0,0,0,33,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0
1789,Peach Blossom Boots,85,12,1,2,,,,85,-215,261210,87070,174,0,0,0,0,0,0,34,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0
1790,Black Lotus Boots,86,12,1,2,,,,86,-214,261360,87120,177,0,0,0,0,0,0,34,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0
1791,Black Lotus Boots,87,12,1,2,,,,87,-213,261000,87000,177,0,0,0,0,0,0,35,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0
1792,Black Lotus Boots,88,12,1,2,,,,88,-212,260100,86700,177,0,0,0,0,0,0,35,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
1793,Dark Cloud Boots,89,12,1,2,,,,89,-211,258660,86220,179,0,0,0,0,0,0,35,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0
1794,Dark Cloud Boots,90,12,1,2,,,,90,-210,258140,86040,179,0,0,0,0,0,0,36,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0
2001,Aristocratic dress (Guanyin),1,24,2,2,Guanyin only,Clothing item,click to register,1,-611,1,1,1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Aristocratic dress (Fujin),1,24,2,3,Fujin only,Clothing item,click to register,1,-611,1,1,1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Aristocratic dress (Jinong),1,24,2,4,Jinong only,Clothing item,click to register,1,-611,1,1,1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Wave Samubok(Guanyin),1,24,2,2,Guanyin Diehards only,Clothing item,Right click to register,1,-611,1,1,1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Wave Samubok(Fujin),1,24,2,3,Fujin Diehrds only,Clothing item,Right click to register,1,-611,1,1,1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Wave Samubok(Jinong),1,24,2,4,Jinong Diehards only,Clothing item,Right click to register,1,-611,1,1,1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,Light Dagger,1,13,1,2,,,,1,-999,40,30,181,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2502,Light Dagger,1,13,1,2,,,,1,-999,40,30,181,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2503,Light Dagger,1,13,1,2,,,,1,-999,40,30,181,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2504,Light Dagger,1,13,1,2,,,,1,-999,40,30,181,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2505,Light Dagger,1,13,1,2,,,,1,-999,40,30,181,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2506,Light Dagger,2,13,1,2,,,,2,-998,40,30,181,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2507,Light Dagger,2,13,1,2,,,,2,-998,40,30,181,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2508,Light Dagger,2,13,1,2,,,,2,-998,40,30,181,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2509,Light Dagger,2,13,1,2,,,,2,-998,40,30,181,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2510,Light Dagger,2,13,1,2,,,,2,-998,50,30,181,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2511,Light Dagger,3,13,1,2,,,,3,-997,80,30,181,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2512,Light Dagger,3,13,1,2,,,,3,-997,80,30,181,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2513,Light Dagger,3,13,1,2,,,,3,-997,80,30,181,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2514,Light Dagger,3,13,1,2,,,,3,-997,80,30,181,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2515,Light Dagger,3,13,1,2,,,,3,-997,90,30,181,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2516,Light Dagger,4,13,1,2,,,,4,-996,120,40,181,0,0,0,0,0,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2517,Light Dagger,4,13,1,2,,,,4,-996,120,40,181,0,0,0,0,0,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2518,Light Dagger,4,13,1,2,,,,4,-996,130,40,181,0,0,0,0,0,20,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2519,Light Dagger,4,13,1,2,,,,4,-996,120,40,181,0,0,0,0,0,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2520,Light Dagger,4,13,1,2,,,,4,-996,130,40,181,0,0,0,0,0,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2521,Light Dagger,5,13,1,2,,,,5,-995,180,60,181,0,0,0,0,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2522,Light Dagger,5,13,1,2,,,,5,-995,190,60,181,0,0,0,0,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2523,Light Dagger,5,13,1,2,,,,5,-995,190,60,181,0,0,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2524,Light Dagger,5,13,1,2,,,,5,-995,180,60,181,0,0,0,0,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2525,Light Dagger,5,13,1,2,,,,5,-995,200,60,181,0,0,0,0,0,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2526,Steel Dagger,6,13,1,2,,,,6,-994,240,80,182,0,0,0,0,0,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2527,Steel Dagger,6,13,1,2,,,,6,-994,240,80,182,0,0,0,0,0,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2528,Steel Dagger,6,13,1,2,,,,6,-994,250,80,182,0,0,0,0,0,30,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2529,Steel Dagger,6,13,1,2,,,,6,-994,240,80,182,0,0,0,0,0,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2530,Steel Dagger,6,13,1,2,,,,6,-994,260,80,182,0,0,0,0,0,32,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2531,Steel Dagger,7,13,1,2,,,,7,-993,310,100,182,0,0,0,0,0,33,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2532,Steel Dagger,7,13,1,2,,,,7,-993,320,100,182,0,0,0,0,0,34,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2533,Steel Dagger,7,13,1,2,,,,7,-993,330,110,182,0,0,0,0,0,36,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2534,Steel Dagger,7,13,1,2,,,,7,-993,310,100,182,0,0,0,0,0,33,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2535,Steel Dagger,7,13,1,2,,,,7,-993,330,110,182,0,0,0,0,0,37,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2536,Steel Dagger,8,13,1,2,,,,8,-992,390,130,182,0,0,0,0,0,38,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2537,Steel Dagger,8,13,1,2,,,,8,-992,390,130,182,0,0,0,0,0,39,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2538,Steel Dagger,8,13,1,2,,,,8,-992,400,130,182,0,0,0,0,0,41,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2539,Steel Dagger,8,13,1,2,,,,8,-992,390,130,182,0,0,0,0,0,38,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2540,Steel Dagger,8,13,1,2,,,,8,-992,410,130,182,0,0,0,0,0,43,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2541,Steel Dagger,9,13,1,2,,,,9,-991,480,160,182,0,0,0,0,0,43,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2542,Steel Dagger,9,13,1,2,,,,9,-991,490,160,182,0,0,0,0,0,45,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2543,Steel Dagger,9,13,1,2,,,,9,-991,500,160,182,0,0,0,0,0,47,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2544,Steel Dagger,9,13,1,2,,,,9,-991,480,160,182,0,0,0,0,0,43,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2545,Steel Dagger,9,13,1,2,,,,9,-991,510,170,182,0,0,0,0,0,49,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2546,Steel Dagger,10,13,1,2,,,,10,-990,590,190,182,0,0,0,0,0,47,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2547,Steel Dagger,10,13,1,2,,,,10,-990,600,200,182,0,0,0,0,0,49,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2548,Steel Dagger,10,13,1,2,,,,10,-990,610,200,182,0,0,0,0,0,51,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2549,Steel Dagger,10,13,1,2,,,,10,-990,590,190,182,0,0,0,0,0,47,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2550,Steel Dagger,10,13,1,2,,,,10,-990,630,210,182,0,0,0,0,0,54,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2551,Seven Star Dagger,11,13,1,2,,,,11,-989,710,230,183,0,0,0,0,0,52,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2552,Seven Star Dagger,11,13,1,2,,,,11,-989,720,240,183,0,0,0,0,0,54,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2553,Seven Star Dagger,11,13,1,2,,,,11,-989,730,240,183,0,0,0,0,0,57,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2554,Seven Star Dagger,11,13,1,2,,,,11,-989,710,230,183,0,0,0,0,0,52,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2555,Seven Star Dagger,11,13,1,2,,,,11,-989,740,240,183,0,0,0,0,0,59,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2556,Seven Star Dagger,12,13,1,2,,,,12,-988,910,300,183,0,0,0,0,0,57,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2557,Seven Star Dagger,12,13,1,2,,,,12,-988,920,300,183,0,0,0,0,0,59,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2558,Seven Star Dagger,12,13,1,2,,,,12,-988,940,310,183,0,0,0,0,0,62,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2559,Seven Star Dagger,12,13,1,2,,,,12,-988,910,300,183,0,0,0,0,0,57,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2560,Seven Star Dagger,12,13,1,2,,,,12,-988,950,310,183,0,0,0,0,0,65,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2561,Seven Star Dagger,13,13,1,2,,,,13,-987,1240,410,183,0,0,0,0,0,62,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2562,Seven Star Dagger,13,13,1,2,,,,13,-987,1250,410,183,0,0,0,0,0,65,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2563,Seven Star Dagger,13,13,1,2,,,,13,-987,1270,420,183,0,0,0,0,0,68,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2564,Seven Star Dagger,13,13,1,2,,,,13,-987,1240,410,183,0,0,0,0,0,62,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2565,Seven Star Dagger,13,13,1,2,,,,13,-987,1290,430,183,0,0,0,0,0,71,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
2566,Seven Star Dagger,14,13,1,2,,,,14,-986,1710,570,183,0,0,0,0,0,66,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2567,Seven Star Dagger,14,13,1,2,,,,14,-986,1720,570,183,0,0,0,0,0,69,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2568,Seven Star Dagger,14,13,1,2,,,,14,-986,1740,580,183,0,0,0,0,0,72,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2569,Seven Star Dagger,14,13,1,2,,,,14,-986,1710,570,183,0,0,0,0,0,66,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2570,Seven Star Dagger,14,13,1,2,,,,14,-986,1760,580,183,0,0,0,0,0,75,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
2571,Blue Cloud Sword,15,13,1,2,,,,15,-985,2350,780,184,0,0,0,0,0,71,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
2572,Blue Cloud Sword,15,13,1,2,,,,15,-985,2370,790,184,0,0,0,0,0,74,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
2573,Blue Cloud Sword,15,13,1,2,,,,15,-985,2390,790,184,0,0,0,0,0,78,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
2574,Blue Cloud Sword,15,13,1,2,,,,15,-985,2350,780,184,0,0,0,0,0,71,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
2575,Blue Cloud Sword,15,13,1,2,,,,15,-985,2400,800,184,0,0,0,0,0,81,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2576,Blue Cloud Sword,16,13,1,2,,,,16,-984,3170,1050,184,0,0,0,0,0,76,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2577,Blue Cloud Sword,16,13,1,2,,,,16,-984,3180,1060,184,0,0,0,0,0,79,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2578,Blue Cloud Sword,16,13,1,2,,,,16,-984,3200,1060,184,0,0,0,0,0,83,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2579,Blue Cloud Sword,16,13,1,2,,,,16,-984,3170,1050,184,0,0,0,0,0,76,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
2580,Blue Cloud Sword,16,13,1,2,,,,16,-984,3220,1070,184,0,0,0,0,0,87,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
2581,Blue Cloud Sword,17,13,1,2,,,,17,-983,4170,1390,184,0,0,0,0,0,81,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2582,Blue Cloud Sword,17,13,1,2,,,,17,-983,4190,1390,184,0,0,0,0,0,85,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2583,Blue Cloud Sword,17,13,1,2,,,,17,-983,4210,1400,184,0,0,0,0,0,89,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2584,Blue Cloud Sword,17,13,1,2,,,,17,-983,4170,1390,184,0,0,0,0,0,81,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
2585,Blue Cloud Sword,17,13,1,2,,,,17,-983,4230,1410,184,0,0,0,0,0,93,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
2586,Blue Cloud Sword,18,13,1,2,,,,18,-982,5400,1800,184,0,0,0,0,0,86,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
2587,Blue Cloud Sword,18,13,1,2,,,,18,-982,5420,1800,184,0,0,0,0,0,90,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
2588,Blue Cloud Sword,18,13,1,2,,,,18,-982,5440,1810,184,0,0,0,0,0,94,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
2589,Blue Cloud Sword,18,13,1,2,,,,18,-982,5410,1800,184,0,0,0,0,0,86,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
2590,Blue Cloud Sword,18,13,1,2,,,,18,-982,5470,1820,184,0,0,0,0,0,98,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
2591,Blue Cloud Sword,19,13,1,2,,,,19,-981,6860,2280,184,0,0,0,0,0,90,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
2592,Blue Cloud Sword,19,13,1,2,,,,19,-981,6880,2290,184,0,0,0,0,0,94,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
2593,Blue Cloud Sword,19,13,1,2,,,,19,-981,6900,2300,184,0,0,0,0,0,99,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
2594,Blue Cloud Sword,19,13,1,2,,,,19,-981,6860,2280,184,0,0,0,0,0,90,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
2595,Blue Cloud Sword,19,13,1,2,,,,19,-981,6920,2300,184,0,0,0,0,0,103,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
2596,Mild Steel Sword,20,13,1,2,,,,20,-980,8550,2850,185,0,0,0,0,0,95,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
2597,Mild Steel Sword,20,13,1,2,,,,20,-980,8570,2850,185,0,0,0,0,0,99,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
2598,Mild Steel Sword,20,13,1,2,,,,20,-980,8600,2860,185,0,0,0,0,0,104,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
2599,Mild Steel Sword,20,13,1,2,,,,20,-980,8550,2850,185,0,0,0,0,0,95,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
2600,Mild Steel Sword,20,13,1,2,,,,20,-980,8620,2870,185,0,0,0,0,0,109,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
2601,Mild Steel Sword,21,13,1,2,,,,21,-979,10510,3500,185,0,0,0,0,0,100,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
2602,Mild Steel Sword,21,13,1,2,,,,21,-979,10530,3510,185,0,0,0,0,0,105,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
2603,Mild Steel Sword,21,13,1,2,,,,21,-979,10560,3520,185,0,0,0,0,0,110,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
2604,Mild Steel Sword,21,13,1,2,,,,21,-979,10510,3500,185,0,0,0,0,0,100,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
2605,Mild Steel Sword,21,13,1,2,,,,21,-979,10580,3520,185,0,0,0,0,0,115,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
2606,Mild Steel Sword,22,13,1,2,,,,22,-978,12720,4240,185,0,0,0,0,0,105,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
2607,Mild Steel Sword,22,13,1,2,,,,22,-978,12750,4250,185,0,0,0,0,0,110,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
2608,Mild Steel Sword,22,13,1,2,,,,22,-978,12770,4250,185,0,0,0,0,0,115,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
2609,Mild Steel Sword,22,13,1,2,,,,22,-978,12730,4240,185,0,0,0,0,0,105,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
2610,Mild Steel Sword,22,13,1,2,,,,22,-978,12810,4270,185,0,0,0,0,0,120,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
2611,Mild Steel Sword,23,13,1,2,,,,23,-977,15210,5070,185,0,0,0,0,0,109,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
2612,Mild Steel Sword,23,13,1,2,,,,23,-977,15240,5080,185,0,0,0,0,0,114,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
2613,Mild Steel Sword,23,13,1,2,,,,23,-977,15260,5080,185,0,0,0,0,0,119,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
2614,Mild Steel Sword,23,13,1,2,,,,23,-977,15220,5070,185,0,0,0,0,0,109,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
2615,Mild Steel Sword,23,13,1,2,,,,23,-977,15300,5100,185,0,0,0,0,0,125,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
2616,Golden Long Sword,24,13,1,2,,,,24,-976,18010,6000,186,0,0,0,0,0,114,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
2617,Golden Long Sword,24,13,1,2,,,,24,-976,18030,6010,186,0,0,0,0,0,119,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
2618,Golden Long Sword,24,13,1,2,,,,24,-976,18060,6020,186,0,0,0,0,0,125,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
2619,Golden Long Sword,24,13,1,2,,,,24,-976,18010,6000,186,0,0,0,0,0,114,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
