id, Name, Level, Clan, QuestNumber, NextQuest, Unknown4, Unknown4a, Unknown5, InQuestDestPacket1, Unknown7, Unknown8, FromNPCID, Unknown10, Unknown11, Unknown12, Unknown13, Unknown14, ToNPCID, MonsterID, Value, Unknown17, Unknown18, RewardType, RewardValue, Text1, Text2, Text3, Text4, Text5, Text6, Text7, Text8, Text9, Text10
--,,,,,,,,,,,,,,,,,,,,,,,,,"It might have a relation with your 'past'..","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"It will not be easy, so you don't have to do it.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I can just hire someone else.. Ho ho ho ho","","","","","","","","",""
36,"[Way of Revenge] Punish 'Ironclad Soldier Jang'.",14,3,1,37,1,5,11,4294966497,4294966898,4294965919,45,0,0,0,0,0,45,903,1,0,0,5,1,"I'm sorry that I called you out when you're busy..","You haven't left yet..?","","","","","","He, he.","","Can you come see me for a short while..?"
--,,,,,,,,,,,,,,,,,,,,,,,4,4099,"There something you have to do for short while..","Jang is seen by the first door outside the","","","","","","Good job. You have no idea how much I hated him.","","iIronclad Soldier.. a real unpleasant existence."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"Remember Jang? You killed him at Gakmadang.","fortress gate. Kill him. He's a disgrace to the ","","","","","","I feel much better now.","","Why did Jang become an Ironclad Soldier?"
--,,,,,,,,,,,,,,,,,,,,,,,,,"Of course you do. I remember that he was the one","school.","","","","","","Foolish fellow.. tut tut..","","I will anticipate good news.. He, he."
--,,,,,,,,,,,,,,,,,,,,,,,,,"who fought you to his death.","He makes me sick to the stomach.","","","","","","Restrained by incantation and showing misconduct..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Jang was spotted around the castle. ","","","","","","","Thanks. I will call for you so until","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I'm afraid someone is playing a trick.. He, he.","","","","","","","then, get some rest..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"He can't get over the fact that he is done, ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"and you need to punish Jang.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"This man is a disgrace to the school.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Jang is seen by the first door outside the ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"fortress gate. Show him what a genuine death","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"feels like..","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
37,"[Way of Revenge] Delivering the letter to Na.",16,3,2,38,1,3,0,0,0,0,45,0,0,0,0,0,57,520,0,0,0,0,0,"Outside of the fortress is unusual.","Um?!!","","","","","","Good to see you.. I am Na.","","Come see me for a while."
--,,,,,,,,,,,,,,,,,,,,,,,6,35,"I can feel the unusual bloodthirstiness.. He. he.","You didn't delivered the letter to Na yet?","","","","","","I heard Moyue Upholder's expectations are high.","","Hmm.. Is someone going to come?"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"bloodthirstiness.. the bloodthirstiness¡¦","I'll tell you again just in case..","","","","","","Anyway, let's get well-acquainted in the future.","","It's not busy. Like the quiet before the storm."
--,,,,,,,,,,,,,,,,,,,,,,,,,"15 years ago, maybe.. I remember those times.","To find Na, go to the main gate now.","","","","","","Deliver the message as long as this Na is  ","","This is too quiet."
--,,,,,,,,,,,,,,,,,,,,,,,,,"The scent of war that stimulates the devilishness.","Finding him should not be that difficult¡¦","","","","","","here, don't worry about defending main fortress..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"A gust of blood will fall upon the world.","","","","","","","Anyway, its nice to meet you. I will give you my","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"The school as well, will not be able to avoid it..","","","","","","","favorite wine. Ha ha ha..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"We need to solidify the defensive preparation.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Find Fengmen Demon Master, Na this instant.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Na should be patrolling the fortress, ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"so go and get the report from him.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
38,"[Way of Revenge] Conquest the Spear Soldier.",18,3,3,39,1,1,0,0,0,0,45,0,0,0,0,0,45,20,40,0,0,4,6073,"There were many shameful incidents in the school's.","Don't even think about sympathizing those dogs..","","","","","","How was it?","","Can you come and see me for a short while..?"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"history. A situation like this has me dumbfounded.","Having mercy to a monster can be dangerous","","","","","","Scent of the enemy's blood. Outcry of the enemy..","","Such a straggler¡¦"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"How such a loser dare to attack the school's team.","like a deadly poison¡¦.","","","","","","How excited were you by this?","","It should not be that difficult.."
--,,,,,,,,,,,,,,,,,,,,,,,,,"We need to have revenge on those dogs.","Be sure to keep in mind.","","","","","","Can you smile in the face of death?","","I'll expect good news.."
--,,,,,,,,,,,,,,,,,,,,,,,,,"So that they can never again challenge the school.","","","","","","","A demon in an evil man's body should be able to do","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Go kill the Straggler (Spear Soldier) now.","","","","","","","that. Keep in mind what I'm saying.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Those dogs are not far way from the fortress.","","","","","","","If you do not get rid of all the humanity in you, ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Make sure they get it through their head.","","","","","","","you can lose your life with just","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"How scary a monster's rage can be to those ","","","","","","","one foolish act of sympathy.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"who act foolishly.","","","","","","","Take this money and go enjoy some wine.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
39,"[Way of Revenge] Bringing the reply from Hangpo.",20,3,4,40,1,6,0,0,0,0,45,58,0,0,0,0,45,521,522,0,0,4,4314,"You should get ready to travel far.","Go visit Hangpo and come back.","I am the Upholder Hangpo!!","","","","","He, he.","","It's an urgent matter, so come and see me."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"Are you familiar with the Scout Captain Hangpo?","Deliver the letter and bring back his reply.","Are you the apprentice of Hyeolryu..?","","","","","Hangpo, that old fellow seemed to have liked ","","Its not that long of a distance.."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"He's a well known tracer, and he currently leads","","So, you're the little devil that caught the eye","","","","","you well enough.. Now I've seen everything.","","I will be waiting for you at the main fortress.."
--,,,,,,,,,,,,,,,,,,,,,,,,,"the search team of Sohom Forest as the captain.","","to the liking of that sly old fellow..","","","","","Anyway, thank you so much for your trouble.","","You just need to bring back the reply.."
--,,,,,,,,,,,,,,,,,,,,,,,,,"Deliver this letter to him and come back.","","I'm well aware of you due to all the rumor.","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Once he sees this letter, he will ","","That look, full of hatred toward someone..","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"give you a reply of the letter.","","Just like the rumor. Hyeolryu seen it well!!","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"You just need to bring back the letter to me.","","I find you to my liking as well..  Ha ha ha","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","Anyway, I read the letter well..","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","Give this reply to your mentor, Hyeolryu.","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
40,"[Way of Revenge] Find Sheok.",22,3,5,41,1,7,0,0,0,0,45,0,0,0,0,0,50,0,0,0,0,1,0,"Do you happen to know Sheok?","Because he dissects corpse and other things, he","","","","","","This old man the famous medic, Sheok!","","Its an urgent matter so come and see me.."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"He's a little mad, but he's an excellent medic ","is all called the evil medic.","","","","","","Do you like it? Surprising, don't you think?","","I think something bad will happen."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"who can give life to the dead.","So without delay, go..","","","","","","Are you looking for the Antidote Medicine?","","I have a bad feeling about this.."
--,,,,,,,,,,,,,,,,,,,,,,,,,"Go see him and bring me the Antidote Medicine.","","","","","","","Well, what are we to do?","","It seems that something bad will happen.."
--,,,,,,,,,,,,,,,,,,,,,,,,,"One of the chasers is seriously wounded.","","","","","","","I don't have the Antidote Medicine right now.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"He has an important clue to Gumma Tomb, so","","","","","","","gigglegiggle.. It's very funny!!","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"he must live. Sheok is the only one in the ","","","","","","","What if you can't find an Antidote Medicine?","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"world who knows the Deity Squad Leader' poison.","","","","","","","gigglegiggle.. He will die! For sure!","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"You should hurry and look for him.","","","","","","","giggle.. Oh my stomach..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","Oh! Don't give me that frighten look!!","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","I said I don't have the Antidote Medicine.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","But then again there is always a way out! Right?","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
41,"[Way of Revenge] Obtaining of Antidote Medicine.",22,3,6,42,1,2,0,0,0,0,50,0,0,0,0,0,45,523,0,0,0,6,50651,"It's tricky to treat Deity Squad Leader' poison.","What makes you think that the Deity Squad Leader","","","","","","Its fortunate that you are not late.","","Listen to what I have to say!!"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"Unfortunately it had to be there. giggle...","will just hand you the Antidote Medicine? giggle..","","","","","","It seems that you personally went to the lair of ","","He's late.."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"I don't have the Antidote Medicine at this moment.","The way that this fellow stares is not a joke..","","","","","","Deity Squad Leader to get the antidote.. ","","Why isn't he coming back with Antidote Medicine?"
--,,,,,,,,,,,,,,,,,,,,,,,,,"There is no way in this world to save him now.","Stop scaring me like that!!","","","","","","Anyway, thank you for all your trouble.","","It's taking longer that I thought.."
--,,,,,,,,,,,,,,,,,,,,,,,,,"gigglegiggle..","Steal Antidote Medicine from Deity Squad Leader!!","","","","","","I can never ignore the trouble you gone through.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Oh!! Don't look at me like that. It's just a joke.","Giving it to Hyeolryu is more important!","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Within seven steps from a viper, you are bound to ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"find the antidote plant..","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Whoever deals with poison in most cases ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"carry the antidote as well.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"One of the Deity Squad Leader must have ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"the antidote. Steal it from them..","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Then again, you will need plenty of luck..","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
42,"[Way of Revenge] Dispose the Deity Soldier.",24,3,7,43,1,5,12,2864,12,7407,58,0,0,0,0,0,58,911,1,0,0,4,6734,"I know that some time ago, you wiped out the ","He wants to fight with you.","","","","","","He, he, he.","","See me for a minute."
--,,,,,,,,,,,,,,,,,,,,,,,5,1,"Deity Squad Leader to find the antidote.","He said to meet him inside the Ruined Temple, ","","","","","","I knew you wouldn't disappoint me!","","Why don't you use your skills?"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"I'm afraid that the situation became worse.","the one right there behind me.","","","","","","Are you sure you're an apprentice of Hyeolryu","","How great will the apprentice of Hyeolryu be?"
--,,,,,,,,,,,,,,,,,,,,,,,,,"The Deity Soldier seemed to have declared ","Quickly, go inside.. Behead the basterd!!","","","","","","when you can't even handle such lowly beasts?","","Don't disappoint me."
--,,,,,,,,,,,,,,,,,,,,,,,,,"revenge on you and is going around hunting at ","","","","","","","Thanks your help!","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"random of the school's warrior at Sohom Forest..","","","","","","","Did you find the opponent of revenge?","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I tried to track him down for the past few days, ","","","","","","","Um.. Not yet..?","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"but he wouldn't come out of his hiding.","","","","","","","Good luck. The World is broad and full of people, ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Even I can't find those in hiding.  Huh Huh Huh..","","","","","","","but focusing on revenge can surpass everything.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"You will have to take care of this yourself.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"He wants to fight with you.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Kill him with your own hands.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"He wants you to meet him in the Ruined Temple,","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"which is that right behind me. Go and behead ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"that bastard fiercely!!","","","","","","","","",""
43,"[Way of Killer] Delivering the Armor to Songwan.",26,3,8,44,1,3,0,0,0,0,51,0,0,0,0,0,85,524,0,0,0,4,17094,"Hello~ How have you been?","What are you still doing here?","","","","","","Ha ha ha ha..","","Can you see me for a little while?"
--,,,,,,,,,,,,,,,,,,,,,,,6,150,"Why.. You forgotten me already?","Do I have to repeat myself? Jesus Christ!!","","","","","","The girl got you without you knowing it!","","The armor I sent for refinement must be arriving.."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"Disappointing. We've known each other for a long ","Revenge and power are good, but if you're too ","","","","","","She has a bag of tricks and the bag is big.","","The armor is not here yet. What's going on?"
--,,,,,,,,,,,,,,,,,,,,,,,,,"time, but what is with that stiff attitude?","too persistent, it can ruin you. So deliver this ","","","","","","She talks nonsense which captivates people and","","It's taking longer that I thought. Oh, well."
--,,,,,,,,,,,,,,,,,,,,,,,,,"What an expression towards a simple joke..","armor to Songwan of Gembodago.. ","","","","","","she makes them to all these things..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"You are still not used to facing people.","Now do you understand?","","","","","","Even demons like you with a background of ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"You passed the Gak Field with the best score, ","","","","","","","tactical training were outwitted.. Ha ha ha ha","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"but it was to seek revenge on someone, right..?","","","","","","","Its nice to see you!! I am scout Songwan..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Revenge and power are good, but if you're too","","","","","","","Hangpo ordered me to investigate Gembodago.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"persistent, they can actually ruin you.","","","","","","","I heard a lot about you. Heard that you are a ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Deliver this armor to person named ","","","","","","","rather famous person.. Ha ha ha¡¦","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Songwan of Gembodago.. Okay?","","","","","","","I will wear this armor well..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"......","","","","","","","Tell Juryeon maiden the same thing.. Ha ha ha ha¡¦","",""
